Hour,DryBulb,DewPnt,target_variable,Humidity
10,26,24,1112,91
11,27,24,1102,90.5
12,28,26,1095,90
13,29,27,1079,87.99999999
14,29,27,1060,85.99999999
15,29,25,1036,85
16,30,24,1032,84
17,30,23,1077,83.5
18,31,23,1092,83
19,31,22,1152,80.99999999
20,30,22,1125,78.99999997
21,30,21,1040,73.5
22,29,21,997,68
23,29,20,931,63.99999999
24,28,19,835,60
1,28,18,769,57.99999999
2,27,18,758,56.00000002
3,25,17,752,60
4,25,18,728,64
5,24,18,754,62.5
6,23,18,801,61
7,24,18,946,63.50000001
8,24,18,1045,66.00000001
9,24,19,1092,67
10,27,20,1087,68
11,29,21,1062,68
12,31,22,1091,68
13,33,23,1055,67
14,34,23,1050,65.99999999
15,35,23,1050,64.5
16,35,23,1051,63
17,34,24,1037,64
18,34,24,1117,65
19,33,23,1195,65
20,32,23,1140,65.00000003
21,31,23,1064,71
22,31,23,1024,77
23,30,22,932,83.00000002
24,29,22,827,89
1,28,23,786,92.00000001
2,29,23,758,95
3,30,24,757,94.5
4,29,24,739,94
5,27,22,716,93
6,26,22,796,92
7,25,21,962,92.5
8,24,21,1065,92.99999999
9,23,20,1117,91.5
10,27,23,1144,90
11,32,23,1115,91
12,34,22,1082,92
13,36,20,1072,91.5
14,37,20,1047,90.99999999
15,37,19,1057,90
16,37,19,1070,89
17,36,19,1068,84.99999999
18,35,20,1132,81
19,34,20,1166,81
20,32,21,1142,80.99999997
21,31,21,1060,76.5
22,31,21,1001,72
23,30,22,927,67.99999999
24,29,22,843,64
1,28,22,786,61.99999999
2,28,22,768,59.99999998
3,28,22,750,57
4,28,23,744,54
5,28,23,764,55.5
6,28,23,829,57
7,29,24,973,57.5
8,29,23,1065,58
9,29,23,1120,58
10,30,24,1202,58
11,32,24,1198,59
12,34,21,1178,60
13,34,21,1141,60.5
14,36,21,906,61
15,35,20,959,61
16,35,19,1230,61
17,34,18,1145,65.00000001
18,31,18,430,69
19,30,16,906,72.50000001
20,28,15,959,76.00000001
21,27,14,1230,77
22,25,14,1145,78
23,23,13,1180,79
24,22,12,910,80
1,21,11,615,80.5
2,19,10,573,81.00000001
3,18,8,552,82.5
4,16,6,532,84
5,14,5,551,84
6,13,4,604,84
7,12,2,748,86.00000001
8,11,1,782,87.99999999
9,11,1,859,86.5
10,13,2,881,85
11,15,2,866,80.99999999
12,17,2,839,77
13,18,1,882,74.99999999
14,20,2,855,72.99999998
15,20,2,826,69
16,20,1,826,65
17,19,1,826,61.99999999
18,18,0,883,59
19,17,0,848,54.99999999
20,16,0,829,50.99999998
21,14,-1,797,48
22,13,-1,720,45
23,12,-1,659,37.99999998
24,10,-2,606,31
1,10,-2,874,24.99999998
2,9,-3,861,19.00000002
3,9,-3,828,22
4,8,-4,839,25
5,7,-4,870,24.5
6,7,-4,915,24
7,6,-5,1097,23.5
8,5,-5,1221,23.00000005
9,7,-4,1237,31.5
10,10,-3,1247,40
11,13,-2,1240,44.50000001
12,17,-1,1225,49
13,19,-1,1234,54.00000001
14,21,-1,1227,59.00000002
15,22,0,1250,62
16,22,0,1284,65
17,21,0,1203,67.00000001
18,19,0,1368,69
19,17,0,1449,63.99999999
20,16,0,1410,59.00000003
21,15,0,1565,64.5
22,14,0,1232,70
23,13,0,1138,69.5
24,11,-1,1101,69
1,13,-1,907,65.99999999
2,9,-2,894,62.99999998
3,9,-1,944,60
4,9,-2,880,57
5,9,-3,911,65.00000002
6,7,-3,951,73
7,7,-3,1096,68.99999999
8,7,-3,1204,65
9,8,-3,1282,65
10,12,-2,1283,65
11,15,0,1244,63.5
12,20,1,1239,62
13,22,2,1231,65.50000001
14,24,1,1205,68.99999996
15,26,1,1184,62
16,26,1,1185,55
17,27,2,1199,52.49999999
18,26,4,1279,50
19,25,4,1440,45.49999999
20,25,5,1397,41.00000001
21,24,8,1318,43
22,25,8,1253,45
23,25,9,1138,44.5
24,25,11,1042,44
1,25,14,907,46.00000001
2,26,20,894,47.99999997
3,27,20,944,43.5
4,29,23,880,39
5,30,25,911,36.99999999
6,31,27,951,35
7,31,29,1096,37.00000001
8,33,31,1204,39.00000002
9,35,33,1282,43
10,35,34,1283,47
11,38,36,1244,47.5
12,38,37,1239,48
13,39,38,1231,41.49999998
14,40,38,1205,35.00000001
15,40,37,1184,36.5
16,39,36,1185,38
17,37,33,1199,40.00000001
18,35,31,1279,42
19,35,31,1440,45.00000001
20,35,29,1397,48.00000001
21,35,28,1318,49.5
22,34,28,1253,51
23,34,28,1138,53.50000001
24,32,27,1042,56
1,32,26,891,57
2,32,26,888,58
3,31,25,840,58.5
4,30,24,845,59
5,29,24,875,60.5
6,29,23,899,62
7,29,23,1063,61
8,27,21,1191,60
9,28,21,1249,60
10,30,21,1241,60
11,32,21,1248,60.5
12,34,21,1225,61
13,36,20,1208,60.5
14,36,20,1184,59.99999999
15,37,20,1218,58
16,37,19,1195,56
17,35,19,1187,52.49999999
18,33,19,1252,49
19,31,19,1284,49
20,31,19,1152,49
21,30,19,1083,49
22,28,19,1026,49
23,26,18,946,47.5
24,25,18,856,46
1,25,18,808,45
2,25,18,753,44.00000001
3,25,18,744,45.5
4,24,18,731,47
5,24,18,767,47
6,24,18,799,47
7,24,18,962,47.5
8,24,17,1069,48.00000002
9,24,17,1134,51
10,24,18,1188,54
11,27,19,1151,54.5
12,30,21,1109,55
13,31,20,1128,57.50000001
14,33,20,1075,60
15,33,20,1086,60.5
16,34,20,1105,61
17,33,20,1086,65.00000001
18,31,19,1117,69
19,30,19,1186,68
20,30,19,1154,67.00000001
21,27,19,907,68.5
22,27,18,1031,70
23,26,18,949,72.50000001
24,25,18,849,75
1,26,18,808,76
2,26,18,755,76.99999999
3,27,18,736,76
4,25,19,727,75
5,24,19,739,76
6,23,18,773,77
7,24,18,944,78
8,25,19,1053,79
9,26,18,1120,79
10,27,19,1207,79
11,29,19,1232,79.5
12,30,19,1176,80
13,30,17,1162,78.5
14,31,16,1064,76.99999999
15,30,14,1025,75.5
16,30,11,1010,74
17,29,11,1020,70.99999999
18,27,10,1087,68
19,26,11,1158,64.49999999
20,25,11,1140,60.99999999
21,25,11,1070,58.5
22,24,11,1027,56
23,23,11,951,49.49999998
24,23,11,881,43
1,22,10,799,43
2,22,10,746,43.00000001
3,22,11,711,44
4,21,10,716,45
5,21,11,741,48.00000001
6,20,10,763,51
7,20,10,883,52.5
8,20,10,991,54.00000001
9,20,10,1083,55
10,22,10,1181,56
11,24,11,1154,59.00000001
12,26,12,1168,62
13,30,13,1148,65.00000001
14,30,13,1106,68.00000002
15,31,13,1081,71
16,31,13,1087,74
17,30,13,1078,74.5
18,28,12,1119,75
19,28,12,1206,78.50000001
20,26,12,1166,82.00000001
21,25,12,1083,84
22,24,12,1044,86
23,24,12,953,86.5
24,23,12,879,87
1,22,12,782,87
2,21,11,747,87
3,20,11,728,87.5
4,19,11,720,88
5,18,11,728,88.5
6,17,10,774,89
7,15,10,895,89.5
8,14,9,943,90
9,15,9,997,89.5
10,18,10,994,89
11,21,9,991,89.5
12,23,9,995,90
13,25,8,989,90
14,26,8,948,89.99999997
15,27,8,942,85
16,27,8,801,80
17,27,8,1010,74.99999999
18,25,9,1100,70
19,23,8,1149,66.49999999
20,24,9,1146,62.99999999
21,24,11,1073,61
22,23,11,1038,59
23,23,12,939,55.49999999
24,23,13,847,52
1,23,12,779,49.49999999
2,22,12,755,46.99999999
3,21,13,723,45.5
4,21,13,717,44
5,21,14,732,45.5
6,20,13,765,47
7,21,13,929,50.00000001
8,19,13,1011,53.00000001
9,20,12,1108,55.5
10,23,12,1161,58
11,25,12,1208,61.50000001
12,27,13,1192,65
13,28,12,1199,65.5
14,30,13,1175,66.00000003
15,31,13,1177,71
16,31,14,1179,76
17,31,15,1148,79.50000001
18,30,15,1176,83
19,29,16,1201,84.5
20,30,17,1173,86
21,30,18,1102,85.5
22,30,19,1073,85
23,31,19,996,85
24,31,20,905,85
1,31,20,824,84
2,31,20,804,83.00000001
3,32,21,760,84.5
4,32,21,744,86
5,32,21,771,86.5
6,33,22,811,87
7,33,22,942,87
8,33,22,1006,87
9,33,22,1122,87
10,35,23,1247,87
11,38,24,1257,87.5
12,39,25,1205,88
13,41,25,1205,89
14,42,25,1138,89.99999999
15,43,25,1098,89
16,42,26,1125,88
17,42,25,1151,82.99999999
18,40,26,1119,78
19,39,26,1229,75.49999999
20,38,26,1205,72.99999999
21,38,26,1138,70.5
22,37,27,1073,68
23,36,27,1017,60.49999998
24,37,27,904,53
1,37,27,831,51.5
2,36,27,772,50.00000001
3,36,29,767,52.5
4,34,27,753,55
5,35,28,774,53.5
6,35,27,815,52
7,35,26,936,54.00000001
8,34,25,1067,56.00000001
9,35,25,1137,58
10,37,27,1181,60
11,41,28,1223,63.50000001
12,45,30,1190,67
13,46,31,1168,68
14,46,32,1162,69.00000001
15,46,32,1127,70
16,46,32,1086,71
17,45,32,1306,70
18,42,32,1363,69
19,39,32,1456,70
20,38,32,1404,71.00000001
21,36,31,1302,73
22,35,31,1253,75
23,35,30,968,77.00000001
24,34,30,879,79
1,33,30,845,82.50000001
2,33,30,804,85.99999999
3,32,29,772,85
4,32,28,784,84
5,31,28,785,85.5
6,31,28,795,87
7,31,28,904,88.5
8,31,28,971,90
9,32,28,1016,90
10,34,32,1079,90
11,37,34,1076,89.5
12,39,35,1092,89
13,40,35,1060,86.49999999
14,41,36,1018,84
15,41,37,971,83.5
16,40,37,964,83
17,40,37,1185,77.49999998
18,40,38,1301,72
19,40,38,1423,69.99999999
20,39,38,1376,67.99999997
21,40,39,1281,63
22,41,39,1236,58
23,42,41,945,50.49999998
24,42,41,858,43
1,41,40,789,38.49999999
2,42,41,771,33.99999998
3,42,41,740,31
4,42,41,729,28
5,42,41,737,34.00000002
6,41,40,788,40
7,41,40,911,41.5
8,41,40,989,43.00000002
9,40,39,1024,47
10,40,39,1156,51
11,40,39,1194,50
12,40,38,1159,49
13,40,38,1111,51.50000001
14,39,38,1004,54.00000001
15,39,38,965,55.5
16,39,37,968,57
17,38,36,1173,58.5
18,39,36,1267,60
19,38,35,1356,63.50000001
20,38,34,1364,67.00000003
21,36,31,1250,71.5
22,35,29,1199,76
23,35,29,918,79.50000001
24,33,28,848,83
1,33,27,805,78.99999999
2,31,25,779,74.99999999
3,31,23,732,73
4,31,21,723,71
5,30,20,756,72
6,30,20,768,73
7,30,20,871,73
8,29,19,970,72.99999998
9,29,19,1022,69
10,31,20,1103,65
11,32,20,1118,65.5
12,34,21,1114,66
13,36,21,1098,72.00000002
14,36,21,1056,77.99999997
15,38,21,1028,72
16,38,20,1012,66
17,36,19,1196,61.99999999
18,34,19,1286,58
19,33,20,1391,55.49999999
20,32,19,1392,52.99999998
21,31,19,1271,50
22,30,19,1214,47
23,30,19,938,43.49999999
24,29,19,892,40
1,29,20,787,41
2,27,19,790,42.00000004
3,27,20,746,48.5
4,26,20,740,55
5,24,20,758,56
6,24,20,778,57
7,24,19,871,61.00000001
8,23,19,938,65.00000008
9,24,20,981,79.5
10,28,23,1057,94
11,31,24,1065,90.49999999
12,34,25,1054,87
13,36,26,1042,87
14,38,27,986,86.99999999
15,39,27,972,84.5
16,39,28,967,82
17,39,29,1169,85.50000001
18,38,29,1252,89
19,38,31,1370,89.5
20,37,31,1374,90
21,36,32,1262,90
22,36,32,1211,90
23,37,33,979,90
24,37,34,880,90
1,37,35,823,91
2,39,35,791,91.99999999
3,40,37,766,91
4,40,39,750,90
5,40,38,787,90.5
6,40,39,833,91
7,40,38,942,91.5
8,40,39,1020,92
9,41,40,1124,92
10,42,40,1205,92
11,42,40,1204,91.5
12,42,41,1213,91
13,42,41,1187,90.5
14,42,42,1128,89.99999999
15,42,42,1120,88
16,43,42,1105,86
17,43,43,1289,82.49999999
18,43,43,1350,79
19,44,43,1466,78
20,44,43,1460,76.99999999
21,44,42,1313,76
22,43,43,1241,75
23,44,43,1137,67.99999998
24,44,42,1017,61
1,43,42,856,60
2,43,41,777,59
3,42,40,778,58.5
4,41,38,770,58
5,41,37,811,56.5
6,41,36,832,55
7,39,34,932,55.5
8,38,31,1041,55.99999999
9,37,30,1136,55
10,37,29,1228,54
11,37,28,1261,56.00000001
12,37,27,1212,58
13,38,26,1193,58.5
14,38,25,1177,59.00000001
15,38,24,1148,60
16,37,24,1099,61
17,35,23,1201,63.00000001
18,33,22,1265,65
19,32,22,1465,62.49999999
20,31,21,1450,59.99999999
21,30,20,1373,58
22,29,19,1307,56
23,28,19,1180,56.5
24,27,17,1032,57
1,26,16,861,60.00000001
2,24,15,815,63.00000003
3,23,15,799,68
4,23,14,782,73
5,22,14,817,73
6,22,14,857,73
7,22,13,958,72
8,21,12,1047,71.00000003
9,22,12,1126,75.5
10,23,14,1211,80
11,24,14,1214,75.49999999
12,25,15,1209,71
13,27,17,1163,62.99999998
14,27,17,1154,55.00000001
15,29,19,1116,56.5
16,28,20,1087,58
17,27,21,1193,55.99999999
18,27,22,1283,54
19,26,22,1472,51.99999999
20,26,22,1436,49.99999998
21,29,23,1350,46.5
22,29,24,1299,43
23,29,24,1140,39.49999999
24,29,24,1057,36
1,28,24,883,36.5
2,28,24,854,36.99999999
3,28,24,777,35.5
4,27,23,784,34
5,26,23,795,33.5
6,25,22,817,33
7,25,22,957,32
8,25,21,984,31.00000002
9,26,21,1216,35
10,27,22,1330,39
11,25,20,1230,41.00000001
12,26,21,1223,43
13,26,20,1201,42
14,27,21,1160,41.00000004
15,28,22,1146,47.5
16,28,22,1090,54
17,29,23,1137,50.99999999
18,28,23,1292,48
19,29,23,1461,49
20,29,24,1465,50.00000001
21,29,24,1383,52
22,29,25,1321,54
23,29,25,1167,51.99999999
24,29,26,1048,50
1,29,26,860,50.5
2,30,27,842,51
3,30,27,827,50.5
4,30,27,817,50
5,29,26,818,50
6,28,26,872,50
7,27,25,987,51.5
8,27,25,1069,53.00000002
9,28,25,1145,56
10,30,27,1222,59
11,32,28,1247,59.5
12,33,29,1233,60
13,35,30,1207,59
14,37,30,1063,57.99999999
15,38,31,1019,56
16,38,30,1000,54
17,37,31,1115,53
18,36,31,1222,52
19,35,31,1407,49.99999999
20,35,31,1413,47.99999999
21,34,31,1363,46
22,33,31,1294,44
23,33,31,1134,42.5
24,33,30,1050,41
1,33,30,867,38.99999999
2,33,30,819,37
3,32,31,802,36.5
4,32,31,795,36
5,32,30,817,36
6,33,30,878,36
7,33,30,976,39.50000001
8,33,30,1024,43.00000001
9,33,30,1088,45
10,33,31,1282,47
11,33,29,1188,49.50000001
12,33,30,1219,52
13,33,29,1153,55.00000001
14,33,28,1178,58.00000002
15,33,28,1132,61
16,32,28,1064,64
17,32,28,1244,65
18,30,27,1281,66
19,30,25,1526,58.49999998
20,30,23,1509,51
21,28,21,1458,51
22,28,20,1433,51
23,27,20,1136,52
24,26,19,1161,53
1,26,18,903,53
2,25,17,873,53.00000001
3,24,17,832,54
4,23,16,816,55
5,23,16,847,54
6,21,15,884,53
7,22,15,947,54
8,21,14,990,55.00000001
9,21,14,1028,56
10,23,15,1054,57
11,25,16,1052,58
12,27,19,990,59
13,29,19,935,58.5
14,29,20,890,58
15,29,21,855,58
16,30,21,842,58
17,29,22,992,56.5
18,29,22,1178,55
19,29,22,1363,50.49999999
20,28,23,1357,45.99999998
21,28,24,1351,43
22,29,24,1168,40
23,29,24,1140,35.99999999
24,29,24,1027,32
1,29,25,811,31
2,29,25,774,30
3,28,26,766,30
4,28,26,751,30
5,28,26,781,31.5
6,28,27,887,33
7,29,27,885,35.50000001
8,30,28,1028,38.00000002
9,30,29,1227,41.5
10,30,29,1289,45
11,32,30,1290,46.5
12,32,31,1313,48
13,33,32,1341,50.00000001
14,35,33,1199,52.00000004
15,36,34,1281,60
16,36,33,1283,68
17,37,33,1490,69
18,36,33,1462,70
19,35,32,1621,65.99999999
20,34,32,1538,61.99999997
21,34,32,1433,57.5
22,35,32,1348,53
23,35,32,1245,53.5
24,34,32,1114,54
1,33,31,843,61.50000002
2,34,32,808,69.00000001
3,34,31,777,70
4,34,31,773,71
5,34,31,804,66.99999999
6,34,30,844,63
7,34,29,958,63
8,34,28,1152,63.00000002
9,33,28,1196,66
10,34,28,1232,69
11,34,28,1363,70.5
12,34,28,1316,72
13,35,28,1320,73
14,34,27,1277,73.99999997
15,34,27,1155,69
16,33,27,1189,64
17,33,26,1300,60.99999999
18,32,24,1359,58
19,31,24,1489,54.49999999
20,31,23,1471,50.99999998
21,30,21,1385,47.5
22,29,21,1356,44
23,28,20,1155,40.99999999
24,27,19,1075,38
1,26,18,855,35.99999999
2,24,16,823,33.99999999
3,23,15,788,31.5
4,23,14,786,29
5,22,13,812,29
6,21,12,831,29
7,19,11,967,36.00000002
8,19,11,1057,43.00000002
9,19,10,1398,46
10,21,10,1326,49
11,23,11,1255,50.5
12,25,11,1417,52
13,27,11,1210,53
14,28,11,1295,54.00000001
15,29,11,1094,55.5
16,29,11,1128,57
17,28,10,1287,62.00000001
18,27,10,1330,67
19,26,11,1526,70.50000001
20,24,12,1522,74
21,25,12,1385,73.5
22,25,12,1325,73
23,25,13,1260,76.50000001
24,23,13,1173,80
1,22,13,942,81
2,23,13,860,81.99999998
3,23,14,779,79
4,23,14,813,76
5,22,15,824,76.5
6,24,16,779,77
7,24,18,813,73.99999999
8,25,19,824,71.00000003
9,25,21,673,76.5
10,26,22,710,82
11,28,24,768,78.49999999
12,29,25,1176,75
13,31,25,710,75
14,33,25,768,74.99999999
15,34,26,1176,73
16,34,26,1246,71
17,34,26,1271,66.99999999
18,32,25,1380,63
19,31,24,1512,61.5
20,28,24,1464,59.99999998
21,28,23,1504,57
22,28,24,1421,54
23,29,24,1343,51.99999999
24,28,24,1229,50
1,28,24,1104,47.99999999
2,28,24,1041,46.00000001
3,28,25,1021,48
4,28,25,994,50
5,29,27,1001,48.5
6,30,27,1050,47
7,31,27,1161,49.50000001
8,31,27,1284,52.00000002
9,31,28,1437,55.5
10,32,29,1542,59
11,34,31,1534,61.00000001
12,36,32,1461,63
13,38,32,1568,64.5
14,40,32,1336,66
15,40,32,1446,66
16,42,33,1441,66
17,43,33,1559,69.00000001
18,41,33,1499,72
19,41,33,1446,74.50000001
20,43,33,1488,77.00000001
21,41,32,1455,79
22,41,31,1373,81
23,40,30,1237,82
24,39,29,1216,83
1,37,28,1051,85.50000001
2,36,27,1033,87.99999999
3,36,28,959,86
4,35,27,988,84
5,35,26,997,88.00000001
6,35,26,1008,92
7,34,25,1163,91
8,33,24,1297,90
9,33,24,1446,90
10,35,25,1428,90
11,38,24,1538,88.5
12,40,25,1380,87
13,41,24,1493,88
14,42,23,1429,88.99999997
15,42,24,1413,83.5
16,42,24,1391,78
17,41,24,1361,73.49999999
18,39,24,1454,69
19,36,24,1522,62.49999998
20,35,25,1531,55.99999997
21,33,24,1446,51.5
22,32,24,1397,47
23,33,25,1293,39.99999998
24,32,25,1193,33
1,32,26,1086,31.5
2,32,27,987,29.99999999
3,32,27,982,28
4,32,28,953,26
5,33,28,985,25.5
6,33,29,1002,25
7,34,30,1102,22.99999999
8,35,31,1199,21.00000002
9,36,31,1275,24
10,38,33,1331,27
11,39,34,1351,29.50000001
12,41,36,1363,32
13,42,37,1347,31.5
14,42,38,1281,31.00000001
15,42,39,1278,33
16,42,40,1254,35
17,42,40,1276,37.50000001
18,42,40,1405,40
19,42,41,1508,41.5
20,43,42,1489,43.00000001
21,43,42,1423,45
22,43,42,1352,47
23,45,44,1197,47.5
24,47,42,1102,48
1,47,42,1031,50.50000001
2,47,42,938,53.00000002
3,46,40,904,56
4,46,39,901,59
5,45,37,906,58.5
6,43,35,945,58
7,40,34,1134,57.5
8,40,34,1254,57.00000004
9,40,33,1342,63.5
10,42,34,1469,70
11,44,34,1479,69
12,46,36,1502,68
13,47,35,1525,67.5
14,49,35,1356,66.99999998
15,49,35,1373,64
16,50,35,1325,61
17,49,34,1374,55.49999998
18,48,34,1452,50
19,46,33,1526,46.49999999
20,43,33,1519,43
21,42,33,1433,42.5
22,41,33,1362,42
23,38,32,1267,36.99999999
24,37,32,1158,32
1,37,32,1068,30.5
2,35,31,930,28.99999999
3,36,31,958,28
4,35,31,901,27
5,34,30,958,27
6,34,29,980,27
7,33,30,1198,34.00000002
8,34,30,1280,41.00000002
9,33,30,1374,44.5
10,38,33,1442,48
11,43,37,1441,50.50000001
12,45,39,1422,53
13,47,40,1416,54.5
14,47,40,1340,56
15,47,41,1345,56.5
16,46,42,1332,57
17,45,42,1312,61.50000001
18,44,42,1361,66
19,44,42,1435,68.00000001
20,45,43,1381,70.00000001
21,45,43,1281,72.5
22,44,42,1204,75
23,44,43,1159,68.99999998
24,44,44,1075,63
1,45,44,981,62
2,46,45,921,61.00000001
3,47,46,915,63
4,48,47,825,65
5,48,48,857,70.50000002
6,48,48,909,76
7,49,48,1091,70.49999998
8,49,48,1194,65
9,53,52,1267,64.5
10,54,53,1379,64
11,55,54,1361,68.50000001
12,55,54,1367,73
13,54,53,1427,74.5
14,54,52,1228,75.99999999
15,53,52,1367,74
16,52,51,1325,72
17,51,48,1284,72
18,51,50,1415,72
19,51,50,1502,71
20,48,46,1527,69.99999998
21,46,45,1354,67
22,44,43,1369,64
23,40,38,1241,61.49999999
24,38,33,1156,59
1,33,30,1030,59.5
2,31,29,1011,59.99999999
3,29,27,979,58.5
4,28,25,906,57
5,27,24,937,58.5
6,26,23,986,60
7,25,21,1167,59
8,23,19,1286,58.00000002
9,22,16,1336,61
10,21,14,1427,64
11,20,12,1424,62.5
12,19,10,1368,61
13,18,9,1397,61.5
14,17,6,1332,62.00000001
15,16,4,1324,63.5
16,16,2,1308,65
17,16,1,1273,66
18,14,0,1330,67
19,13,-1,1501,66.5
20,11,-1,1473,66.00000001
21,10,-2,1395,67
22,10,-2,1330,68
23,9,-3,1237,68.5
24,9,-3,1110,69
1,8,-3,1014,69
2,8,-3,999,69
3,8,-3,970,69
4,7,-3,904,69
5,7,-3,934,68
6,7,-3,988,67
7,7,-2,1171,73.50000002
8,7,-2,1268,79.99999998
9,8,-2,1353,76
10,10,-1,1359,72
11,14,0,1433,74.50000001
12,17,2,1336,77
13,20,4,1327,77
14,23,6,1247,76.99999999
15,25,7,1209,76
16,27,7,1173,75
17,26,8,1131,70.49999999
18,25,8,1223,66
19,24,8,1370,62.99999999
20,23,8,1386,59.99999999
21,22,8,1366,58.5
22,22,8,1281,57
23,22,8,1189,58
24,21,7,1100,59
1,21,7,1020,59.5
2,21,8,966,60
3,20,8,934,60.5
4,18,8,889,61
5,18,8,913,64.50000001
6,18,7,960,68
7,18,8,1075,68
8,17,7,1191,68.00000003
9,19,7,1275,72.5
10,22,9,1353,77
11,26,10,1360,77.5
12,31,10,1219,78
13,32,12,1308,79.5
14,34,12,1189,81
15,34,14,1236,80.5
16,34,15,1176,80
17,34,17,1227,79.5
18,33,19,1289,79
19,33,20,1444,78
20,32,21,1453,77
21,33,23,1370,76.5
22,33,25,1325,76
23,34,27,1212,75
24,34,28,1138,74
1,35,29,994,74
2,36,31,967,74
3,36,33,946,74
4,36,34,857,74
5,38,36,929,72.5
6,40,38,902,71
7,40,39,988,72.5
8,46,44,1079,74.00000001
9,51,48,1197,75
10,54,51,1239,76
11,56,52,1292,76
12,55,52,1328,76
13,54,51,1304,75
14,53,50,1180,74
15,50,48,1242,73.5
16,48,46,1167,73
17,46,41,1242,72
18,43,36,1253,71
19,40,33,1359,71
20,40,31,1385,70.99999999
21,39,29,1400,68.5
22,38,27,1344,66
23,37,25,1276,62.99999999
24,37,24,1067,60
1,36,23,973,61
2,35,22,919,62
3,34,21,926,62
4,34,19,892,62
5,33,18,936,60.5
6,33,18,946,59
7,32,17,1081,61.50000001
8,32,17,1203,64
9,32,17,1384,64.5
10,34,17,1428,65
11,35,17,1425,67.50000001
12,37,17,1462,70
13,39,18,1411,73.00000001
14,40,19,1297,76.00000001
15,41,20,1350,77
16,42,20,1255,78
17,40,21,1362,80.00000001
18,39,22,1388,82
19,38,22,1534,85.00000001
20,38,23,1739,88
21,37,23,1500,88.5
22,36,24,1334,89
23,36,24,1247,90.5
24,35,25,1056,92
1,36,26,1020,91
2,36,27,980,90
3,37,29,969,90
4,38,30,889,90
5,38,29,912,88.5
6,38,29,990,87
7,38,29,1120,87
8,38,29,1247,87
9,38,29,1370,87
10,41,30,1447,87
11,44,30,1475,88
12,47,30,1386,89
13,51,31,1406,89
14,53,31,1321,88.99999999
15,54,31,1347,87.5
16,55,32,1301,86
17,53,33,1323,81.99999999
18,51,33,1321,78
19,50,33,1479,73.99999999
20,47,33,1469,69.99999998
21,48,34,1402,66.5
22,47,34,1320,63
23,46,34,1214,62.5
24,46,34,1100,62
1,42,34,1004,64.00000001
2,43,34,974,66.00000001
3,42,34,935,67.5
4,41,34,868,69
5,41,34,909,65.99999999
6,40,34,962,63
7,40,35,1113,65.00000001
8,41,35,1253,67.00000001
9,42,36,1345,69
10,44,37,1422,71
11,47,37,1414,72.5
12,49,36,1360,74
13,52,36,1364,73
14,53,36,1345,72
15,55,37,1344,72.5
16,56,37,1345,73
17,57,38,1342,74.5
18,53,36,1361,76
19,47,28,1428,78.50000001
20,42,25,1402,81.00000001
21,40,25,1359,82.5
22,37,22,1252,84
23,36,21,1140,85.5
24,36,19,1065,87
1,34,17,886,87
2,33,15,827,87
3,32,14,822,87
4,30,13,744,87
5,29,13,774,89.00000001
6,28,11,830,91
7,27,11,1059,91
8,26,10,1141,90.99999998
9,26,10,1233,88
10,28,8,1306,85
11,29,7,1371,79.49999998
12,31,7,1405,74
13,33,6,1328,72.5
14,34,7,1488,71
15,35,8,1355,70.5
16,36,8,1293,70
17,35,8,1346,74.00000001
18,33,9,1352,78
19,32,9,1492,75.49999999
20,31,13,1530,72.99999997
21,30,13,1422,68
22,30,14,1370,63
23,30,14,1197,59.99999999
24,30,15,1093,57
1,30,17,892,56
2,30,18,994,55
3,30,20,889,55
4,30,21,855,55
5,30,24,879,53.5
6,31,25,1054,52
7,30,26,1086,53
8,30,27,1235,54.00000002
9,30,29,1404,57.5
10,31,29,1352,61
11,31,29,1362,63.00000001
12,33,30,1534,65
13,33,31,1608,65.5
14,33,31,1351,66
15,33,32,1297,65.5
16,34,31,1222,65
17,34,31,1230,65
18,34,31,1359,65
19,34,31,1401,66.5
20,33,31,1425,68.00000001
21,33,30,1334,69.5
22,33,30,1309,71
23,33,30,1194,72.5
24,33,30,1091,74
1,30,29,991,75.5
2,30,28,886,76.99999999
3,30,27,882,75.5
4,30,26,838,74
5,28,24,803,74.5
6,28,24,1052,75
7,26,23,1155,77.50000001
8,27,23,1245,80
9,27,23,1265,80.5
10,29,24,1339,81
11,32,25,1334,81.5
12,34,25,1337,82
13,35,25,1342,81.5
14,36,25,1235,81
15,37,25,1242,81
16,37,24,1235,81
17,37,24,1247,81
18,35,25,1266,81
19,34,25,1422,80
20,33,25,1284,79
21,33,26,1248,79.5
22,32,27,1206,80
23,32,27,1128,73.99999998
24,33,29,1035,68
1,32,29,584,57.99999997
2,33,29,663,48
3,33,30,707,48.5
4,33,30,1029,49
5,33,30,1072,50
6,33,30,909,51
7,33,30,1162,53.00000001
8,31,29,610,55.00000001
9,31,29,584,57
10,34,30,663,59
11,35,30,707,61.00000001
12,37,30,1029,63
13,38,29,1072,64
14,39,29,909,65
15,39,29,1162,64.5
16,39,29,1198,64
17,38,29,1219,65.5
18,37,29,1315,67
19,36,29,1361,68.5
20,35,29,1459,70
21,35,28,1384,69.5
22,35,28,1300,69
23,34,27,1075,68.5
24,33,26,1047,68
1,33,26,932,67.5
2,32,25,877,67
3,32,24,886,66.5
4,31,23,881,66
5,30,22,910,67
6,30,21,944,68
7,29,20,1088,68.5
8,28,19,1246,69
9,28,18,1313,69
10,29,18,1490,69
